country_code,customer_id,paperless_date,invoice_number,invoice_date,due_date,invoice_amount,disputed,settled_date,paperless_bill,days_to_settle,days_late,payment_status,payment_delay_band,invoice_month,payment_delay _sort
391,6708-DPYTF,2012-08-02,1474447710,2013-11-07,2013-12-07,66.92,No,2013-12-15,Electronic,38,8,Late,8–14 Days Late,2013-11-01,3
391,9014-WENVB,2013-08-03,1482642317,2013-03-14,2013-04-13,78.25,No,2013-04-27,Paper,44,14,Late,8–14 Days Late,2013-03-01,3
897,9883-SDWFS,2013-07-08,1491017498,2012-05-09,2012-06-08,19.23,No,2012-06-02,Paper,24,0,On Time,On Time,2012-05-01,1
406,9117-LYRCE,2013-07-05,1491859500,2013-05-28,2013-06-27,67.72,No,2013-06-24,Paper,27,0,On Time,On Time,2013-05-01,1
818,8364-UWVLM,2012-11-10,1509944878,2013-02-16,2013-03-18,53.51,No,2013-03-07,Electronic,19,0,On Time,On Time,2013-02-01,1
818,5875-VZQCZ,2013-07-15,1519561145,2012-09-26,2012-10-26,56.57,No,2012-10-27,Paper,31,1,Late,1–7 Days Late,2012-09-01,2
391,2820-XGXSB,2012-01-26,1528493654,2012-10-29,2012-11-28,71.85,No,2012-11-02,Electronic,4,0,On Time,On Time,2012-10-01,1
391,7329-TWKLF,2013-11-20,1528599184,2013-06-30,2013-07-30,85.35,No,2013-07-21,Paper,21,0,On Time,On Time,2013-06-01,1
406,3448-OWJOT,2012-09-15,1529029372,2013-03-12,2013-04-11,49.97,Yes,2013-04-14,Electronic,33,3,Late,1–7 Days Late,2013-03-01,2
391,3569-VJWXS,2013-04-09,1536168471,2012-12-19,2013-01-18,63.48,No,2013-01-13,Paper,25,0,On Time,On Time,2012-12-01,1
770,4460-ZXNDN,2013-06-27,1539382510,2012-10-09,2012-11-08,76.79,Yes,2012-12-01,Paper,53,23,Late,15–30 Days Late,2012-10-01,4
897,3271-YDPUJ,2013-04-02,1539465403,2012-02-16,2012-03-17,28.22,No,2012-03-14,Paper,27,0,On Time,On Time,2012-02-01,1
391,6160-HCSFI,2013-01-10,1544728256,2012-12-27,2013-01-26,72.26,No,2013-01-13,Paper,17,0,On Time,On Time,2012-12-01,1
406,4640-FGEJI,2013-04-04,1544966050,2013-04-13,2013-05-13,75.55,No,2013-04-22,Electronic,9,0,On Time,On Time,2013-04-01,1
391,9841-XLGBV,2013-01-03,1553284771,2013-11-04,2013-12-04,65.96,No,2013-11-26,Electronic,22,0,On Time,On Time,2013-11-01,1
391,1080-NDGAE,2012-09-28,1556974311,2013-02-20,2013-03-22,107.94,Yes,2013-03-21,Electronic,29,0,On Time,On Time,2013-02-01,1
818,8102-ABPKQ,2013-08-29,1562504690,2012-03-04,2012-04-03,83.15,Yes,2012-04-20,Paper,47,17,Late,15–30 Days Late,2012-03-01,4
897,6296-UKEUZ,2012-11-26,1564854223,2012-08-13,2012-09-12,31.9,No,2012-08-16,Paper,3,0,On Time,On Time,2012-08-01,1
897,7372-CESLR,2013-01-11,1569984119,2012-12-04,2013-01-03,28.78,No,2012-12-27,Paper,23,0,On Time,On Time,2012-12-01,1
818,3271-HYHDN,2013-04-28,1575926929,2012-11-19,2012-12-19,61.52,No,2012-11-25,Paper,6,0,On Time,On Time,2012-11-01,1
770,5592-UQXSS,2012-12-31,1577746988,2012-07-27,2012-08-26,57.14,Yes,2012-09-07,Paper,42,12,Late,8–14 Days Late,2012-07-01,3
406,4640-FGEJI,2013-04-04,1581104767,2013-01-01,2013-01-31,80.27,No,2013-01-16,Paper,15,0,On Time,On Time,2013-01-01,1
818,5148-SYKLB,2013-08-28,1582683121,2012-04-19,2012-05-19,93.99,Yes,2012-05-18,Paper,29,0,On Time,On Time,2012-04-01,1
897,9286-VLKMI,2013-02-13,1586922908,2013-10-02,2013-11-01,68.48,No,2013-10-03,Electronic,1,0,On Time,On Time,2013-10-01,1
770,3831-FXWYK,2013-03-08,1587873226,2013-07-23,2013-08-22,65.55,No,2013-08-28,Electronic,36,6,Late,1–7 Days Late,2013-07-01,2
770,9149-MATVB,2013-04-30,1591349086,2013-07-13,2013-08-12,51.13,No,2013-08-07,Electronic,25,0,On Time,On Time,2013-07-01,1
391,9174-IYKOC,2012-11-27,1592682714,2013-09-10,2013-10-10,63.58,No,2013-09-29,Electronic,19,0,On Time,On Time,2013-09-01,1
818,5924-UOPGH,2013-06-06,1595456378,2012-07-27,2012-08-26,59.28,No,2012-08-11,Paper,15,0,On Time,On Time,2012-07-01,1
391,0379-NEVHP,2013-04-06,1604888971,2013-05-17,2013-06-16,78.57,Yes,2013-06-12,Electronic,26,0,On Time,On Time,2013-05-01,1
391,5196-TWQXF,2012-06-20,1613828298,2012-08-12,2012-09-11,49.75,No,2012-08-28,Electronic,16,0,On Time,On Time,2012-08-01,1
818,5875-VZQCZ,2013-07-15,1621429066,2012-10-26,2012-11-25,87.55,Yes,2012-11-25,Paper,30,0,On Time,On Time,2012-10-01,1
897,8942-ERSWK,2013-01-11,1621957925,2013-04-15,2013-05-15,22.01,No,2013-04-25,Electronic,10,0,On Time,On Time,2013-04-01,1
406,4651-PMEXQ,2012-07-04,1631213514,2012-10-24,2012-11-23,77.71,No,2012-11-17,Electronic,24,0,On Time,On Time,2012-10-01,1
391,9841-XLGBV,2013-01-03,1633220775,2012-01-09,2012-02-08,41.99,No,2012-02-06,Paper,28,0,On Time,On Time,2012-01-01,1
897,1408-OQZUE,2012-09-14,1652571996,2013-10-14,2013-11-13,54.23,No,2013-11-11,Electronic,28,0,On Time,On Time,2013-10-01,1
406,5573-KSOIA,2013-09-30,1653597509,2012-07-16,2012-08-15,100.63,No,2012-08-19,Paper,34,4,Late,1–7 Days Late,2012-07-01,2
770,5592-UQXSS,2012-12-31,1653708883,2013-11-26,2013-12-26,44.04,No,2013-12-21,Electronic,25,0,On Time,On Time,2013-11-01,1
770,7228-LEPPM,2012-04-30,1657046645,2012-01-29,2012-02-28,27.63,No,2012-03-21,Paper,52,22,Late,15–30 Days Late,2012-01-01,4
897,1408-OQZUE,2012-09-14,1660153943,2012-02-21,2012-03-22,45.08,No,2012-03-28,Paper,36,6,Late,1–7 Days Late,2012-02-01,2
391,6160-HCSFI,2013-01-10,1661281311,2012-03-13,2012-04-12,76.21,No,2012-04-09,Paper,27,0,On Time,On Time,2012-03-01,1
391,7841-HROAQ,2013-09-15,1666441527,2012-12-15,2013-01-14,54.27,Yes,2013-01-28,Paper,44,14,Late,8–14 Days Late,2012-12-01,3
770,7260-ZHAKS,2012-06-17,1669605495,2012-03-20,2012-04-19,82.98,No,2012-04-25,Paper,36,6,Late,1–7 Days Late,2012-03-01,2
406,1447-YZKCL,2012-08-10,1670705301,2013-01-17,2013-02-16,88.36,No,2013-02-22,Electronic,36,6,Late,1–7 Days Late,2013-01-01,2
391,1080-NDGAE,2012-09-28,1671914105,2013-07-10,2013-08-09,83.49,Yes,2013-08-05,Electronic,26,0,On Time,On Time,2013-07-01,1
897,9286-VLKMI,2013-02-13,1671932723,2013-05-20,2013-06-19,66.16,No,2013-05-21,Electronic,1,0,On Time,On Time,2013-05-01,1
897,1408-OQZUE,2012-09-14,1675817832,2012-05-12,2012-06-11,47.42,No,2012-06-20,Paper,39,9,Late,8–14 Days Late,2012-05-01,3
391,5196-TWQXF,2012-06-20,1677488544,2012-07-30,2012-08-29,62.28,No,2012-08-18,Electronic,19,0,On Time,On Time,2012-07-01,1
770,2026-XLBER,2012-11-12,1678077270,2012-04-24,2012-05-24,60.93,No,2012-05-12,Paper,18,0,On Time,On Time,2012-04-01,1
391,7329-TWKLF,2013-11-20,1681500044,2013-06-10,2013-07-10,63.67,No,2013-07-03,Paper,23,0,On Time,On Time,2013-06-01,1
406,6048-QPZCF,2012-07-13,1688223461,2013-05-24,2013-06-23,72.42,No,2013-05-29,Electronic,5,0,On Time,On Time,2013-05-01,1
391,2820-XGXSB,2012-01-26,1691604826,2013-11-20,2013-12-20,82.41,No,2013-11-26,Electronic,6,0,On Time,On Time,2013-11-01,1
897,9460-VAZGD,2013-08-10,1695583002,2013-01-01,2013-01-31,62.32,No,2013-01-28,Paper,27,0,On Time,On Time,2013-01-01,1
391,9174-IYKOC,2012-11-27,1697562316,2013-01-06,2013-02-05,73.09,No,2013-01-19,Electronic,13,0,On Time,On Time,2013-01-01,1
818,8364-UWVLM,2012-11-10,1699566488,2013-02-13,2013-03-15,92.1,No,2013-02-27,Electronic,14,0,On Time,On Time,2013-02-01,1
391,8820-BLYDZ,2013-03-19,1699863695,2012-07-23,2012-08-22,85.33,No,2012-07-30,Paper,7,0,On Time,On Time,2012-07-01,1
406,9725-EZTEJ,2012-03-17,1702975198,2012-11-30,2012-12-30,86.44,Yes,2013-01-02,Electronic,33,3,Late,1–7 Days Late,2012-11-01,2
406,9771-QTLGZ,2012-12-10,1714365400,2013-04-21,2013-05-21,40.38,Yes,2013-05-08,Electronic,17,0,On Time,On Time,2013-04-01,1
391,2423-QOKIO,2013-05-11,1715841585,2012-07-01,2012-07-31,67.38,Yes,2012-07-30,Paper,29,0,On Time,On Time,2012-07-01,1
391,5529-TBPGK,2013-08-09,1717812362,2012-11-28,2012-12-28,48.75,No,2012-12-28,Paper,30,0,On Time,On Time,2012-11-01,1
391,7841-HROAQ,2013-09-15,1720149611,2012-04-24,2012-05-24,71.68,No,2012-05-18,Paper,24,0,On Time,On Time,2012-04-01,1
406,9758-AIEIK,2012-04-23,1720532549,2013-06-20,2013-07-20,49.46,No,2013-07-12,Electronic,22,0,On Time,On Time,2013-06-01,1
897,8690-EEBEO,2012-12-05,1730560128,2013-09-16,2013-10-16,36.97,No,2013-10-08,Electronic,22,0,On Time,On Time,2013-09-01,1
391,0709-LZRJV,2013-06-20,1731769135,2013-06-11,2013-07-11,51.45,Yes,2013-07-22,Paper,41,11,Late,8–14 Days Late,2013-06-01,3
406,8389-TCXFQ,2012-08-24,1732794760,2012-10-22,2012-11-21,61.6,Yes,2012-11-20,Electronic,29,0,On Time,On Time,2012-10-01,1
770,0465-DTULQ,2013-03-04,1745880588,2012-08-01,2012-08-31,61,No,2012-09-05,Paper,35,5,Late,1–7 Days Late,2012-08-01,2
406,9322-YCTQO,2012-04-06,1748015447,2012-12-24,2013-01-23,75.19,No,2013-01-25,Electronic,32,2,Late,1–7 Days Late,2012-12-01,2
897,8690-EEBEO,2012-12-05,1752036971,2012-04-08,2012-05-08,71.72,No,2012-05-15,Paper,37,7,Late,1–7 Days Late,2012-04-01,2
770,7050-KQLDO,2012-09-29,1752423656,2013-09-20,2013-10-20,88.99,Yes,2013-10-24,Electronic,34,4,Late,1–7 Days Late,2013-09-01,2
406,0783-PEPYR,2013-11-27,1754229382,2012-05-15,2012-06-14,81.1,No,2012-06-18,Paper,34,4,Late,1–7 Days Late,2012-05-01,2
391,6708-DPYTF,2012-08-02,1754538629,2013-09-11,2013-10-11,79.52,No,2013-10-10,Electronic,29,0,On Time,On Time,2013-09-01,1
391,0187-ERLSR,2013-07-31,1756742390,2012-09-05,2012-10-05,84.57,No,2012-09-14,Paper,9,0,On Time,On Time,2012-09-01,1
406,4640-FGEJI,2013-04-04,1759240329,2013-09-19,2013-10-19,72.09,No,2013-10-07,Electronic,18,0,On Time,On Time,2013-09-01,1
897,9883-SDWFS,2013-07-08,1761962468,2013-09-18,2013-10-18,75.39,Yes,2013-10-30,Electronic,42,12,Late,8–14 Days Late,2013-09-01,3
770,7758-WKLVM,2012-02-06,1767317198,2012-09-23,2012-10-23,41.7,No,2012-10-30,Electronic,37,7,Late,1–7 Days Late,2012-09-01,2
897,6391-GBFQJ,2013-11-25,1767708917,2013-07-21,2013-08-20,8.36,Yes,2013-08-17,Paper,27,0,On Time,On Time,2013-07-01,1
391,6160-HCSFI,2013-01-10,1774766742,2013-08-22,2013-09-21,76.85,No,2013-09-04,Electronic,13,0,On Time,On Time,2013-08-01,1
818,8887-NCUZC,2013-01-22,1777289135,2013-05-24,2013-06-23,51.66,Yes,2013-06-28,Electronic,35,5,Late,1–7 Days Late,2013-05-01,2
897,1168-BEASA,2013-11-06,1779886998,2012-11-25,2012-12-25,65.5,No,2012-12-18,Paper,23,0,On Time,On Time,2012-11-01,1
406,4640-FGEJI,2013-04-04,1784835874,2012-10-14,2012-11-13,62.43,No,2012-11-12,Paper,29,0,On Time,On Time,2012-10-01,1
897,9883-SDWFS,2013-07-08,1789438475,2012-01-07,2012-02-06,46.33,Yes,2012-02-10,Paper,34,4,Late,1–7 Days Late,2012-01-01,2
391,8156-PCYBM,2012-03-03,1796958572,2012-03-22,2012-04-21,42.61,No,2012-04-16,Electronic,25,0,On Time,On Time,2012-03-01,1
406,4092-ZAVRG,2012-05-19,1801620782,2013-08-14,2013-09-13,78.44,No,2013-08-15,Electronic,1,0,On Time,On Time,2013-08-01,1
897,9286-VLKMI,2013-02-13,1826457023,2013-11-09,2013-12-09,72.93,Yes,2013-11-24,Electronic,15,0,On Time,On Time,2013-11-01,1
770,3993-QUNVJ,2012-12-31,1826544220,2012-07-15,2012-08-14,48.65,No,2012-07-30,Paper,15,0,On Time,On Time,2012-07-01,1
818,3271-HYHDN,2013-04-28,1829655163,2013-11-09,2013-12-09,56.28,No,2013-11-11,Electronic,2,0,On Time,On Time,2013-11-01,1
818,8887-NCUZC,2013-01-22,1838230354,2012-04-10,2012-05-10,59.56,Yes,2012-06-03,Paper,54,24,Late,15–30 Days Late,2012-04-01,4
406,5284-DJOZO,2012-09-11,1839518389,2012-02-24,2012-03-25,44.76,Yes,2012-03-26,Paper,31,1,Late,1–7 Days Late,2012-02-01,2
770,9323-NDIOV,2012-07-09,1839830620,2013-11-13,2013-12-13,44.56,No,2013-12-16,Electronic,33,3,Late,1–7 Days Late,2013-11-01,2
406,9758-AIEIK,2012-04-23,1841814103,2012-05-01,2012-05-31,56.25,Yes,2012-06-08,Electronic,38,8,Late,8–14 Days Late,2012-05-01,3
406,4640-FGEJI,2013-04-04,1841884225,2013-11-08,2013-12-08,86.04,No,2013-11-26,Electronic,18,0,On Time,On Time,2013-11-01,1
406,5284-DJOZO,2012-09-11,1842693179,2012-05-25,2012-06-24,68.35,No,2012-06-10,Paper,16,0,On Time,On Time,2012-05-01,1
897,6391-GBFQJ,2013-11-25,1850105221,2012-06-17,2012-07-17,8.03,No,2012-07-02,Paper,15,0,On Time,On Time,2012-06-01,1
897,3676-CQAIF,2013-07-29,1851875591,2012-06-04,2012-07-04,57.09,No,2012-07-23,Paper,49,19,Late,15–30 Days Late,2012-06-01,4
770,7228-LEPPM,2012-04-30,1853598981,2012-09-12,2012-10-12,61.86,Yes,2012-10-31,Electronic,49,19,Late,15–30 Days Late,2012-09-01,4
391,5920-DPXLN,2012-11-11,1853646712,2013-11-08,2013-12-08,81.47,No,2013-11-20,Electronic,12,0,On Time,On Time,2013-11-01,1
770,3993-QUNVJ,2012-12-31,1854369389,2012-07-17,2012-08-16,56.21,No,2012-08-09,Paper,23,0,On Time,On Time,2012-07-01,1
391,9174-IYKOC,2012-11-27,1854927312,2013-11-16,2013-12-16,57.12,No,2013-12-09,Electronic,23,0,On Time,On Time,2013-11-01,1
391,5196-TWQXF,2012-06-20,1857536288,2012-06-09,2012-07-09,64.99,No,2012-07-01,Paper,22,0,On Time,On Time,2012-06-01,1
897,0688-XNJRO,2012-06-24,1858692476,2013-06-05,2013-07-05,43.07,Yes,2013-08-03,Electronic,59,29,Late,15–30 Days Late,2013-06-01,4
391,9014-WENVB,2013-08-03,1863257564,2012-07-01,2012-07-31,72.69,No,2012-07-29,Paper,28,0,On Time,On Time,2012-07-01,1
770,9149-MATVB,2013-04-30,1867249429,2013-11-15,2013-12-15,46.06,No,2013-12-08,Electronic,23,0,On Time,On Time,2013-11-01,1
406,7938-EVASK,2012-12-15,1879423925,2012-04-29,2012-05-29,65.45,No,2012-06-01,Paper,33,3,Late,1–7 Days Late,2012-04-01,2
391,8156-PCYBM,2012-03-03,1887027624,2012-08-20,2012-09-19,61.58,No,2012-09-05,Electronic,16,0,On Time,On Time,2012-08-01,1
897,8942-ERSWK,2013-01-11,1889308921,2012-12-02,2013-01-01,23.5,No,2012-12-14,Paper,12,0,On Time,On Time,2012-12-01,1
391,7329-TWKLF,2013-11-20,1890815777,2013-08-18,2013-09-17,61.71,No,2013-09-19,Paper,32,2,Late,1–7 Days Late,2013-08-01,2
391,9014-WENVB,2013-08-03,1893700854,2013-06-22,2013-07-22,61.2,No,2013-07-22,Paper,30,0,On Time,On Time,2013-06-01,1
406,0783-PEPYR,2013-11-27,1898422054,2013-05-07,2013-06-06,61.13,No,2013-06-23,Paper,47,17,Late,15–30 Days Late,2013-05-01,4
770,7228-LEPPM,2012-04-30,1899442732,2012-02-11,2012-03-12,45,No,2012-03-21,Paper,39,9,Late,8–14 Days Late,2012-02-01,3
770,7228-LEPPM,2012-04-30,1900323621,2013-04-11,2013-05-11,43.06,No,2013-05-13,Electronic,32,2,Late,1–7 Days Late,2013-04-01,2
897,8942-ERSWK,2013-01-11,1901766579,2012-01-25,2012-02-24,7.55,Yes,2012-02-20,Paper,26,0,On Time,On Time,2012-01-01,1
897,8690-EEBEO,2012-12-05,1903828465,2013-05-31,2013-06-30,62.35,No,2013-07-08,Electronic,38,8,Late,8–14 Days Late,2013-05-01,3
406,5164-VMYWJ,2013-11-27,1905229160,2012-07-26,2012-08-25,78.22,Yes,2012-09-02,Paper,38,8,Late,8–14 Days Late,2012-07-01,3
406,8389-TCXFQ,2012-08-24,1907393570,2013-09-22,2013-10-22,67.76,Yes,2013-10-22,Electronic,30,0,On Time,On Time,2013-09-01,1
818,1604-LIFKX,2013-03-16,1913883700,2013-06-12,2013-07-12,44.91,No,2013-07-26,Electronic,44,14,Late,8–14 Days Late,2013-06-01,3
406,9771-QTLGZ,2012-12-10,1920990033,2012-01-20,2012-02-19,56.51,Yes,2012-02-15,Paper,26,0,On Time,On Time,2012-01-01,1
406,6833-ETVHD,2012-04-30,1927022550,2012-10-14,2012-11-13,68.17,No,2012-10-29,Electronic,15,0,On Time,On Time,2012-10-01,1
818,5875-VZQCZ,2013-07-15,1929017575,2012-01-13,2012-02-12,87.89,No,2012-02-04,Paper,22,0,On Time,On Time,2012-01-01,1
406,7600-OISKG,2013-07-19,1933976534,2013-05-19,2013-06-18,59.99,Yes,2013-06-17,Paper,29,0,On Time,On Time,2013-05-01,1
406,6048-QPZCF,2012-07-13,1950762665,2012-07-28,2012-08-27,75.54,No,2012-08-01,Electronic,4,0,On Time,On Time,2012-07-01,1
897,9460-VAZGD,2013-08-10,1951887650,2013-09-21,2013-10-21,8.63,No,2013-10-10,Electronic,19,0,On Time,On Time,2013-09-01,1
770,7758-WKLVM,2012-02-06,1953579202,2012-08-21,2012-09-20,60.87,No,2012-09-21,Electronic,31,1,Late,1–7 Days Late,2012-08-01,2
897,9250-VHLWY,2013-06-03,1953588118,2012-12-03,2013-01-02,51.05,No,2013-01-01,Paper,29,0,On Time,On Time,2012-12-01,1
406,5573-KSOIA,2013-09-30,1965699392,2013-04-29,2013-05-29,89.46,No,2013-06-03,Paper,35,5,Late,1–7 Days Late,2013-04-01,2
770,4460-ZXNDN,2013-06-27,1976510492,2012-05-08,2012-06-07,61.86,Yes,2012-06-27,Paper,50,20,Late,15–30 Days Late,2012-05-01,4
391,9212-BTDMX,2012-04-22,1976759712,2012-07-26,2012-08-25,51.56,No,2012-08-13,Electronic,18,0,On Time,On Time,2012-07-01,1
897,9883-SDWFS,2013-07-08,1985925745,2012-09-12,2012-10-12,29.51,No,2012-10-19,Paper,37,7,Late,1–7 Days Late,2012-09-01,2
406,6833-ETVHD,2012-04-30,1992091788,2013-01-26,2013-02-25,63.82,No,2013-02-15,Electronic,20,0,On Time,On Time,2013-01-01,1
818,7946-HJDUR,2012-02-21,1995851356,2012-04-13,2012-05-13,45.35,No,2012-05-06,Electronic,23,0,On Time,On Time,2012-04-01,1
770,9149-MATVB,2013-04-30,2008743660,2012-12-13,2013-01-12,67.27,No,2012-12-27,Paper,14,0,On Time,On Time,2012-12-01,1
406,6048-QPZCF,2012-07-13,2014191611,2013-05-17,2013-06-16,76.72,Yes,2013-06-06,Electronic,20,0,On Time,On Time,2013-05-01,1
406,7600-OISKG,2013-07-19,2015068982,2012-08-30,2012-09-29,74.43,Yes,2012-10-06,Paper,37,7,Late,1–7 Days Late,2012-08-01,2
818,3568-JJMFW,2012-01-09,2017481337,2013-09-05,2013-10-05,67.5,Yes,2013-09-26,Electronic,21,0,On Time,On Time,2013-09-01,1
818,8887-NCUZC,2013-01-22,2017486994,2012-07-17,2012-08-16,57.63,Yes,2012-09-07,Paper,52,22,Late,15–30 Days Late,2012-07-01,4
391,3569-VJWXS,2013-04-09,2024965903,2013-10-04,2013-11-03,80.32,Yes,2013-11-09,Electronic,36,6,Late,1–7 Days Late,2013-10-01,2
770,5592-UQXSS,2012-12-31,2025587663,2013-10-17,2013-11-16,22.06,Yes,2013-11-23,Electronic,37,7,Late,1–7 Days Late,2013-10-01,2
818,8887-NCUZC,2013-01-22,2035503608,2012-08-29,2012-09-28,38.37,No,2012-09-30,Paper,32,2,Late,1–7 Days Late,2012-08-01,2
406,4651-PMEXQ,2012-07-04,2050809961,2013-10-25,2013-11-24,78.74,No,2013-11-23,Electronic,29,0,On Time,On Time,2013-10-01,1
897,9250-VHLWY,2013-06-03,2054631411,2012-06-12,2012-07-12,31.96,No,2012-07-13,Paper,31,1,Late,1–7 Days Late,2012-06-01,2
391,8820-BLYDZ,2013-03-19,2073423085,2012-04-02,2012-05-02,69.97,No,2012-04-12,Paper,10,0,On Time,On Time,2012-04-01,1
406,9725-EZTEJ,2012-03-17,2073573910,2012-07-30,2012-08-29,74.95,Yes,2012-09-02,Electronic,34,4,Late,1–7 Days Late,2012-07-01,2
391,8156-PCYBM,2012-03-03,2079450535,2013-01-17,2013-02-16,62.12,No,2013-02-22,Electronic,36,6,Late,1–7 Days Late,2013-01-01,2
391,5920-DPXLN,2012-11-11,2079957616,2012-12-23,2013-01-22,62.58,No,2013-01-13,Electronic,21,0,On Time,On Time,2012-12-01,1
897,9250-VHLWY,2013-06-03,2086131876,2013-03-15,2013-04-14,47.82,No,2013-04-05,Paper,21,0,On Time,On Time,2013-03-01,1
897,9250-VHLWY,2013-06-03,2088115416,2012-05-29,2012-06-28,57.07,No,2012-06-20,Paper,22,0,On Time,On Time,2012-05-01,1
818,6004-KITZM,2013-09-01,2091543308,2013-04-18,2013-05-18,56.17,No,2013-05-02,Paper,14,0,On Time,On Time,2013-04-01,1
818,8364-UWVLM,2012-11-10,2094625650,2013-03-21,2013-04-20,83.02,No,2013-04-13,Electronic,23,0,On Time,On Time,2013-03-01,1
818,1604-LIFKX,2013-03-16,2099442850,2012-11-25,2012-12-25,73.1,No,2013-01-13,Paper,49,19,Late,15–30 Days Late,2012-11-01,4
406,4092-ZAVRG,2012-05-19,2102092958,2012-08-06,2012-09-05,92.36,No,2012-08-10,Electronic,4,0,On Time,On Time,2012-08-01,1
406,9117-LYRCE,2013-07-05,2110258079,2012-01-25,2012-02-24,22.09,No,2012-03-06,Paper,41,11,Late,8–14 Days Late,2012-01-01,3
406,9322-YCTQO,2012-04-06,2118879684,2013-09-06,2013-10-06,114.54,No,2013-10-11,Electronic,35,5,Late,1–7 Days Late,2013-09-01,2
391,1080-NDGAE,2012-09-28,2121660618,2013-01-25,2013-02-24,79.79,Yes,2013-03-02,Electronic,36,6,Late,1–7 Days Late,2013-01-01,2
818,5875-VZQCZ,2013-07-15,2123675598,2013-04-23,2013-05-23,73.71,No,2013-05-16,Paper,23,0,On Time,On Time,2013-04-01,1
406,9117-LYRCE,2013-07-05,2123935700,2012-05-29,2012-06-28,55.55,No,2012-07-04,Paper,36,6,Late,1–7 Days Late,2012-05-01,2
818,7946-HJDUR,2012-02-21,2125307184,2013-08-11,2013-09-10,67.34,No,2013-09-14,Electronic,34,4,Late,1–7 Days Late,2013-08-01,2
406,9771-QTLGZ,2012-12-10,2127219922,2012-05-19,2012-06-18,68.89,Yes,2012-06-16,Paper,28,0,On Time,On Time,2012-05-01,1
391,7841-HROAQ,2013-09-15,2129779702,2013-11-18,2013-12-18,60.46,No,2013-12-06,Electronic,18,0,On Time,On Time,2013-11-01,1
770,9323-NDIOV,2012-07-09,2131645470,2013-08-09,2013-09-08,61.06,No,2013-09-05,Electronic,27,0,On Time,On Time,2013-08-01,1
818,1604-LIFKX,2013-03-16,2135320728,2013-09-25,2013-10-25,66.32,No,2013-11-05,Electronic,41,11,Late,8–14 Days Late,2013-09-01,3
391,3598-DNURW,2012-08-29,2135406196,2013-01-03,2013-02-02,49.51,No,2013-01-15,Electronic,12,0,On Time,On Time,2013-01-01,1
897,3676-CQAIF,2013-07-29,2137157897,2013-07-21,2013-08-20,20.55,No,2013-08-06,Paper,16,0,On Time,On Time,2013-07-01,1
770,9149-MATVB,2013-04-30,2146884004,2013-11-05,2013-12-05,43.26,No,2013-11-19,Electronic,14,0,On Time,On Time,2013-11-01,1
897,3271-YDPUJ,2013-04-02,2148266465,2013-05-07,2013-06-06,24.39,Yes,2013-06-13,Electronic,37,7,Late,1–7 Days Late,2013-05-01,2
391,9212-BTDMX,2012-04-22,2158841878,2013-08-10,2013-09-09,64.35,No,2013-08-20,Electronic,10,0,On Time,On Time,2013-08-01,1
406,5284-DJOZO,2012-09-11,2161519126,2013-08-21,2013-09-20,98.88,No,2013-08-24,Electronic,3,0,On Time,On Time,2013-08-01,1
818,8887-NCUZC,2013-01-22,2161660036,2012-06-17,2012-07-17,40.38,No,2012-07-19,Paper,32,2,Late,1–7 Days Late,2012-06-01,2
406,9771-QTLGZ,2012-12-10,2163218884,2013-09-23,2013-10-23,56.54,Yes,2013-10-11,Electronic,18,0,On Time,On Time,2013-09-01,1
770,0465-DTULQ,2013-03-04,2168210949,2012-09-03,2012-10-03,43.41,Yes,2012-10-23,Paper,50,20,Late,15–30 Days Late,2012-09-01,4
391,6708-DPYTF,2012-08-02,2186599382,2012-03-24,2012-04-23,92.76,No,2012-05-05,Paper,42,12,Late,8–14 Days Late,2012-03-01,3
391,7209-MDWKR,2013-10-09,2189582262,2013-12-02,2014-01-01,67.69,No,2013-12-28,Electronic,26,0,On Time,On Time,2013-12-01,1
818,6627-ELFBK,2012-11-26,2195380883,2012-01-06,2012-02-05,47.07,Yes,2012-02-03,Paper,28,0,On Time,On Time,2012-01-01,1
897,9286-VLKMI,2013-02-13,2197465105,2013-10-29,2013-11-28,76.74,Yes,2013-11-13,Electronic,15,0,On Time,On Time,2013-10-01,1
770,9149-MATVB,2013-04-30,2197485330,2012-10-19,2012-11-18,45.61,No,2012-11-10,Paper,22,0,On Time,On Time,2012-10-01,1
391,8820-BLYDZ,2013-03-19,2205310400,2012-02-06,2012-03-07,71.46,No,2012-02-19,Paper,13,0,On Time,On Time,2012-02-01,1
406,4632-QZOKX,2013-03-19,2207769609,2013-05-07,2013-06-06,50.22,Yes,2013-06-06,Electronic,30,0,On Time,On Time,2013-05-01,1
770,4460-ZXNDN,2013-06-27,2212611817,2013-03-09,2013-04-08,32.97,No,2013-04-16,Paper,38,8,Late,8–14 Days Late,2013-03-01,3
770,7228-LEPPM,2012-04-30,2219394095,2012-07-10,2012-08-09,51.32,No,2012-08-27,Electronic,48,18,Late,15–30 Days Late,2012-07-01,4
897,8690-EEBEO,2012-12-05,2222502782,2013-04-18,2013-05-18,74.89,No,2013-05-18,Electronic,30,0,On Time,On Time,2013-04-01,1
391,5196-TWQXF,2012-06-20,2225581009,2013-01-02,2013-02-01,45.71,No,2013-01-25,Electronic,23,0,On Time,On Time,2013-01-01,1
897,8690-EEBEO,2012-12-05,2238411112,2013-11-30,2013-12-30,56.21,No,2014-01-02,Electronic,33,3,Late,1–7 Days Late,2013-11-01,2
